Year,Partner,Commodity Code,Commodity,Netweight (kg),Trade Value (US$),Price per Ton(US$)
2021,Viet Nam,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",58155558,235641980,4051.92536
2021,Slovenia,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",3057866,5550768,1815.24239
2021,Somalia,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",253247,1021084,4031.96879
2021,South Africa,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",17099626,32993492,1929.48618
2021,Zimbabwe,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",505396,1101595,2179.66703
2021,Spain,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",37099031,68078769,1835.05518
2021,South Sudan,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",49765,205150,4122.37516
2021,Sudan,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",1506417,4818829,3198.86791
2021,Suriname,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",310674,702886,2262.45518
2021,Eswatini,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",756,4990,6600.52910
2021,Sweden,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",8302666,21761388,2621.01209
2021,Switzerland,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",2858630,7204528,2520.27300
2021,Syria,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",1839812,4028958,2189.87484
2021,Tajikistan,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",983571,3311582,3366.89675
2021,Thailand,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",33164407,110682555,3337.38984
2021,Togo,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",368684,1046558,2838.63146
2021,Tonga,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",2847,16303,5726.37864
2021,Trinidad and Tobago,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",480925,898075,1867.39097
2021,United Arab Emirates,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",32401890,81940630,2528.88427
2021,Tunisia,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",2225629,3896019,1750.52491
2021,Turkey,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",5210188,18948518,3636.82040
2021,Turkmenistan,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",1231115,2394985,1945.37878
2021,Turks and Caicos Isds,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",95,241,2536.84211
2021,Tuvalu,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",212,3674,17330.18868
2021,Uganda,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",867965,2193903,2527.63994
2021,Ukraine,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",8039945,13857620,1723.59637
2021,North Macedonia,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",493759,790513,1601.00980
2021,Egypt,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",23737817,52370288,2206.19647
2021,United Kingdom,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",50908630,107370047,2109.07359
2021,United Rep. of Tanzania,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",5002222,15247161,3048.07763
2021,USA,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",243095780,517749607,2129.81734
2021,Burkina Faso,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",36904,99539,2697.24149
2021,Uruguay,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",613712,1584698,2582.15254
2021,Uzbekistan,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",3230661,7581924,2346.86462
2021,Venezuela,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",292319,834133,2853.50251
2021,Samoa,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",6436,23816,3700.43505
2021,Yemen,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",2042849,5737779,2808.71420
2021,Zambia,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",582300,1246118,2139.99313
